id_instansi,nama_instansi,lokasi,jumlah_penulis,jumlah_departemen,jumlah_journals
4823,Kementerian Keuangan Republik Indonesia," KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",76,0,3
2059,Universitas Merdeka Pasuruan," KOTA PASURUAN - JAWA TIMUR, ID",42,5,2
3544,Universitas Islam Negeri Sjech M. Djamil Djambek Bukittinggi," KAB. AGAM - SUMATERA BARAT, ID",218,30,7
2122,IKIP Budi Utomo," KOTA MALANG - JAWA TIMUR, ID",145,8,4
704,S.T. Manajemen Bisnis Multi Sarana Manajemen Administrasi dan Rekayasa Teknologi," KOTA MEDAN - SUMATERA UTARA, ID",21,4,0
2144,STKIP PGRI Jombang," KAB. JOMBANG - JAWA TIMUR, ID",112,9,4
1422,Universitas Widyatama," KOTA BANDUNG - JAWA BARAT, ID",278,26,2
2707,Universitas Mandala Waluya," KOTA KENDARI - SULAWESI TENGGARA, ID",119,10,2
2561,Universitas Madako Tolitoli," KAB. TOLI TOLI - SULAWESI TENGAH, ID",85,28,0
3519,Universitas Islam Negeri Ar-Raniry Banda Aceh," KOTA BANDA ACEH - ACEH, ID",671,55,30
402,Universitas Bengkulu," KOTA BENGKULU - BENGKULU, ID",879,88,31
4766,Universitas Prisma," KOTA MANADO - SULAWESI UTARA, ID",40,24,0
2007,Institut Teknologi Statistika dan Bisnis Muhammadiyah Semarang," KOTA SEMARANG - JAWA TENGAH, ID",19,4,0
8160,Badan Meteorologi Klimatologi dan Geofisika," KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",32,0,1
1680,STKIP Muhammadiyah Kuningan," KAB. KUNINGAN - JAWA BARAT, ID",57,6,3
3137,Universitas Balikpapan," KOTA BALIKPAPAN - KALIMANTAN TIMUR, ID",158,15,9
2115,Universitas Maarif Hasyim Latif," KAB. SIDOARJO - JAWA TIMUR, ID",76,16,5
2973,Sekolah Tinggi Teknologi Dumai," KOTA DUMAI - RIAU, ID",36,3,1
1876,Universitas Kristen Duta Wacana," KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",178,17,4
59,Universitas Stikubank," KOTA SEMARANG - JAWA TENGAH, ID",155,14,4
1080,Universitas Esa Unggul," KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID",584,35,9
409,Universitas Katolik Indonesia Atma Jaya," KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",438,39,6
2121,Institut Teknologi Nasional Malang," KOTA MALANG - JAWA TIMUR, ID",196,17,5
1102,Universitas Sampoerna," KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",57,10,1
27,Universitas Muhammadiyah Surakarta," KAB. SUKOHARJO - JAWA TENGAH, ID",776,67,33
1868,Universitas Sarjanawiyata Tamansiswa," KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",297,23,23
4485,Politeknik STIA LAN Bandung," KOTA BANDUNG - JAWA BARAT, ID",54,4,1
2919,Universitas PGRI Sumatera Barat," KOTA PADANG - SUMATERA BARAT, ID",248,20,10
1480,Sekolah Tinggi Ilmu Ekonomi Pasundan," KOTA BANDUNG - JAWA BARAT, ID",41,4,4
494,Universitas Tadulako," KOTA PALU - SULAWESI TENGAH, ID",1475,88,26
2103,Universitas PGRI Banyuwangi," KAB. BANYUWANGI - JAWA TIMUR, ID",93,12,8
514,Universitas Maritim Raja Ali Haji," KOTA TANJUNG PINANG - KEPULAUAN RIAU, ID",263,23,14
476,Universitas Tarumanagara," KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID",420,30,18
1906,Universitas Amikom Yogyakarta," KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",241,17,3
4462,Politeknik AKA Bogor," KOTA BOGOR - JAWA BARAT, ID",80,4,0
2373,Universitas Muhammadiyah Mataram," KOTA MATARAM - NUSA TENGGARA BARAT, ID",266,34,25
528,Universitas Komputer Indonesia," KOTA BANDUNG - JAWA BARAT, ID",241,28,23
2000,STMIK Widya Pratama," KOTA PEKALONGAN - JAWA TENGAH, ID",54,4,0
3148,Universitas Kaltara," KAB. BULUNGAN - KALIMANTAN UTARA, ID",49,8,0
415,Universitas Riau," KOTA PEKANBARU - RIAU, ID",1248,109,31
3135,Universitas Panca Bhakti," KOTA PONTIANAK - KALIMANTAN BARAT, ID",104,7,1
4480,Sekolah Tinggi Teknologi Angkatan Laut," KOTA SURABAYA - JAWA TIMUR, ID",24,9,2
8244538,Universitas Budi Darma," KOTA MEDAN - SUMATERA UTARA, ID",82,11,0
1407,Universitas Djuanda," KAB. BOGOR - JAWA BARAT, ID",231,20,19
2908,Universitas Pasir Pengaraian," KAB. ROKAN HULU - RIAU, ID",138,19,2
590,Universitas Dharmawangsa," KOTA MEDAN - SUMATERA UTARA, ID",109,13,3
1452,Institut Teknologi Nasional Bandung," KOTA BANDUNG - JAWA BARAT, ID",274,17,7
2212,STMIK PPKIA Pradnya Paramita," KOTA MALANG - JAWA TIMUR, ID",25,5,0
4106,Sekolah Tinggi Agama Kristen Samarinda," KOTA SAMARINDA - KALIMANTAN TIMUR, ID",2,2,0
1432,Universitas Sangga Buana," KOTA BANDUNG - JAWA BARAT, ID",150,16,4
1990,Universitas Islam Nahdlatul Ulama Jepara," KAB. JEPARA - JAWA TENGAH, ID",176,19,8
2382,UNIVERSITAS FLORES," KAB. ENDE - NUSA TENGGARA TIMUR, ID",213,16,3
489,Universitas Cenderawasih," KOTA JAYAPURA - P A P U A, ID",666,86,5
1451,Universitas Koperasi Indonesia," KAB. SUMEDANG - JAWA BARAT, ID",51,9,1
1887,Institut Sains Dan Teknologi Akprind," KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",106,13,5
2135,Sekolah Tinggi Ilmu Ekonomi Mahardhika," KOTA SURABAYA - JAWA TIMUR, ID",87,4,1
523,Universitas Pembangunan Nasional Veteran Jawa Timur," KOTA SURABAYA - JAWA TIMUR, ID",530,31,12
2910,Universitas Islam Kuantan Singingi," KAB. KUANTAN SINGINGI - RIAU, ID",85,13,2
1089,Universitas Al-azhar Indonesia," KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",168,21,3
2900,Universitas Putra Indonesia Yptk Padang," KOTA PADANG - SUMATERA BARAT, ID",337,17,9
507,Universitas Malikussaleh," KAB. ACEH UTARA - ACEH, ID",635,47,8
2266,STKIP Al Hikmah Surabaya," KOTA SURABAYA - JAWA TIMUR, ID",30,5,0
1056,Universitas Jayabaya," KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",122,21,1
2060,Universitas Muhammadiyah Jember," KAB. JEMBER - JAWA TIMUR, ID",288,31,21
3536,IAIN Pontianak," KOTA PONTIANAK - KALIMANTAN BARAT, ID",156,21,8
2226,Institut Ilmu Kesehatan STRADA Indonesia," KOTA KEDIRI - JAWA TIMUR, ID",83,13,6
2375,Universitas Islam Al-Azhar," KOTA MATARAM - NUSA TENGGARA BARAT, ID",158,10,2
413,Politeknik Negeri Malang," KOTA MALANG - JAWA TIMUR, ID",588,64,7
8244001,Sekolah Tinggi Agama Islam Negeri Mandailing Natal," KAB. MANDAILING NATAL - SUMATERA UTARA, ID",127,19,0
412,Universitas Katolik Widya Mandala Surabaya," KOTA SURABAYA - JAWA TIMUR, ID",370,38,9
2107,Universitas Hasyim Asy'ari," KAB. JOMBANG - JAWA TIMUR, ID",162,24,1
3540,IAIN Palopo," KOTA PALOPO - SULAWESI SELATAN, ID",188,23,8
546,Politeknik Negeri Bali," KAB. BADUNG - BALI, ID",400,37,10
2450,Institut Pariwisata dan Bisnis Internasional," KOTA DENPASAR - BALI, ID",81,7,2
2523,Politeknik Mitra Global," KAB. BANYUWANGI - JAWA TIMUR, ID",4,4,0
4413,Politeknik Kesehatan Kementerian Kesehatan Medan," KOTA MEDAN - SUMATERA UTARA, ID",251,21,1
8270,Universitas Megarezky," KOTA MAKASSAR - SULAWESI SELATAN, ID",275,32,0
8333,Akademi Komunitas Industri Tekstil dan Produk Tekstil Surakarta," KOTA SURAKARTA - JAWA TENGAH, ID",16,3,0
501,Universitas Sultan Ageng Tirtayasa," KOTA SERANG - BANTEN, ID",719,69,40
10,Universitas Tidar," KOTA MAGELANG - JAWA TENGAH, ID",330,21,13
1436,Universitas Serang Raya," KAB. SERANG - BANTEN, ID",168,18,13
201,Universitas Islam Negeri Walisongo Semarang," KOTA SEMARANG - JAWA TENGAH, ID",628,51,29
2630,Sekolah Tinggi Ilmu Ekonomi Enam Enam Kendari," KOTA KENDARI - SULAWESI TENGGARA, ID",53,3,0
587,Universitas Katolik Santo Thomas," KOTA MEDAN - SUMATERA UTARA, ID",156,18,7
4500,Universitas Islam Negeri Sulthan Thaha Saifuddin Jambi," KOTA JAMBI - JAMBI, ID",558,48,7
2093,Universitas Islam Lamongan," KAB. LAMONGAN - JAWA TIMUR, ID",236,20,21
1397,Universitas Katolik Parahyangan," KOTA BANDUNG - JAWA BARAT, ID",391,44,7
8472,Universitas Muhammadiyah Pringsewu Lampung," KAB. PRINGSEWU - LAMPUNG, ID",132,18,2
1213,Sekolah Tinggi Manajemen Asuransi Trisakti," KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",21,4,0
3521,Universitas Islam Negeri Imam Bonjol Padang," KOTA PADANG - SUMATERA BARAT, ID",369,45,18
1579,STMIK Tasikmalaya," KOTA TASIKMALAYA - JAWA BARAT, ID",24,2,1
4479,Universitas Pertahanan RI," KAB. BOGOR - JAWA BARAT, ID",391,29,2
2166,Universitas Bhinneka PGRI," KAB. TULUNGAGUNG - JAWA TIMUR, ID",85,13,3
2914,Universitas Dharmas Indonesia," KAB. DHARMASRAYA - SUMATERA BARAT, ID",95,18,0
1686,Universitas 'Aisyiyah Bandung," KOTA BANDUNG - JAWA BARAT, ID",59,8,2
508,Universitas Negeri Gorontalo," KOTA GORONTALO - GORONTALO, ID",852,89,37
2401,Universitas Bali Internasional," KOTA DENPASAR - BALI, ID",82,15,1
4460,Politeknik STMI Jakarta," KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",74,5,0
4515,Universitas Bina Bangsa," KOTA SERANG - BANTEN, ID",240,21,0
1083,Universitas Muhammadiyah Prof Dr Hamka," KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",535,44,17
2419,Universitas Bumigora," KOTA MATARAM - NUSA TENGGARA BARAT, ID",192,16,5
545,Politeknik Negeri Padang," KOTA PADANG - SUMATERA BARAT, ID",367,44,9
552,Politeknik Negeri Banjarmasin," KOTA BANJARMASIN - KALIMANTAN SELATAN, ID",211,25,6
1400,Universitas 17 Agustus 1945 Cirebon," KOTA CIREBON - JAWA BARAT, ID",75,12,1
3531,Universitas Islam Negeri Sayyid Ali Rahmatullah Tulungagung," KAB. TULUNGAGUNG - JAWA TIMUR, ID",255,49,10
408,Universitas Kristen Petra," KOTA SURABAYA - JAWA TIMUR, ID",288,22,16
584,Universitas Methodist Indonesia," KOTA MEDAN - SUMATERA UTARA, ID",176,14,1
426,Politeknik Elektronika Negeri Surabaya," KOTA SURABAYA - JAWA TIMUR, ID",216,37,1
553,Politeknik Negeri Lhokseumawe," KOTA LHOKSEUMAWE - ACEH, ID",286,30,6
842,Universitas Muhammadiyah Bengkulu," KOTA BENGKULU - BENGKULU, ID",292,25,7
3513,Universitas Islam Negeri Maulana Malik Ibrahim Malang," KOTA MALANG - JAWA TIMUR, ID",593,47,30
407,Universitas Gunadarma," KOTA DEPOK - JAWA BARAT, ID",1054,43,8
3058,Akademi Farmasi Dwi Farma," KOTA BUKITTINGGI - SUMATERA BARAT, ID",15,1,0
3554,Universitas Islam Negeri Sultan Aji Muhammad Idris Samarinda," KOTA SAMARINDA - KALIMANTAN TIMUR, ID",159,28,11
1197,STIE Pariwisata Internasional," KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",27,2,0
2096,Universitas Yudharta Pasuruan," KAB. PASURUAN - JAWA TIMUR, ID",120,16,12
1435,Universitas Bale Bandung," KAB. BANDUNG - JAWA BARAT, ID",72,12,0
4402,Politeknik Pariwisata NHI Bandung," KOTA BANDUNG - JAWA BARAT, ID",143,14,2
626,Universitas Pelita Bangsa," KAB. BEKASI - JAWA BARAT, ID",225,16,1
4790,Universitas Muhammadiyah Aceh," KOTA BANDA ACEH - ACEH, ID",199,18,1
3023,Universitas Adiwangsa Jambi," KOTA JAMBI - JAMBI, ID",115,17,0
498,Universitas Negeri Manado," KAB. MINAHASA - SULAWESI UTARA, ID",723,68,3
3541,Institut Agama Islam Negeri Madura," KAB. PAMEKASAN - JAWA TIMUR, ID",228,24,14
2079,Universitas Gajayana," KOTA MALANG - JAWA TIMUR, ID",80,14,1
1111,Institut Teknologi Indonesia," KOTA TANGERANG SELATAN - BANTEN, ID",100,12,1
2036,Universitas 17 Agustus 1945 Surabaya," KOTA SURABAYA - JAWA TIMUR, ID",373,29,15
1449,Universitas Buana Perjuangan Karawang," KAB. KARAWANG - JAWA BARAT, ID",186,12,8
3526,IAIN Sultan Amai Gorontalo," KOTA GORONTALO - GORONTALO, ID",196,27,8
185,Institut Agama Islam Negeri Kudus," KAB. KUDUS - JAWA TENGAH, ID",233,32,31
345,Sekolah Tinggi Teologi Simpson Ungaran," KAB. SEMARANG - JAWA TENGAH, ID",21,3,2
944,Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Pahlawan 12," KAB. BANGKA - KEPULAUAN BANGKA BELITUNG, ID",19,3,2
2555,Universitas Katolik De La Salle Manado," KOTA MANADO - SULAWESI UTARA, ID",114,26,0
539,Politeknik Negeri Jakarta," KOTA DEPOK - JAWA BARAT, ID",399,50,5
486,Universitas Batam," KOTA BATAM - KEPULAUAN RIAU, ID",124,23,0
28,Universitas Muhammadiyah Purwokerto," KAB. BANYUMAS - JAWA TENGAH, ID",394,49,20
526,Universitas Pembangunan Nasional Veteran Yogyakarta," KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",574,33,10
206,Universitas Surakarta," KOTA SURAKARTA - JAWA TENGAH, ID",112,14,1
1409,Universitas Jenderal Achmad Yani," KOTA CIMAHI - JAWA BARAT, ID",557,44,8
1088,Universitas Dirgantara Marsekal Suryadarma," KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",64,11,1
1410,Universitas Winaya Mukti," KOTA BANDUNG - JAWA BARAT, ID",96,13,2
3529,Universitas Islam Negeri Mataram," KOTA MATARAM - NUSA TENGGARA BARAT, ID",335,33,23
2906,Universitas Putera Batam," KOTA BATAM - KEPULAUAN RIAU, ID",128,11,6
8244441,Universitas Multi Data Palembang," KOTA PALEMBANG - SUMATERA SELATAN, ID",66,6,1
600,Universitas Prima Indonesia," KOTA MEDAN - SUMATERA UTARA, ID",560,42,7
300,Politeknik Ilmu Pelayaran Semarang," KOTA SEMARANG - JAWA TENGAH, ID",56,3,0
478,Universitas Kristen Krida Wacana," KOTA ADM. JAKARTA BARAT - DKI JAKARTA, ID",170,15,1
15,Politeknik Negeri Cilacap," KAB. CILACAP - JAWA TENGAH, ID",73,8,3
2369,Universitas Warmadewa," KOTA DENPASAR - BALI, ID",388,26,13
3512,Universitas Islam Negeri Sunan Kalijaga," KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",590,62,39
2622,Universitas Dipa Makassar," KOTA MAKASSAR - SULAWESI SELATAN, ID",86,6,1
1692,STKIP Pangeran Dharma Kusuma Segeran Juntinyuat Indramayu," KAB. INDRAMAYU - JAWA BARAT, ID",41,4,1
2390,Universitas Teknologi Sumbawa," KAB. SUMBAWA - NUSA TENGGARA BARAT, ID",201,33,1
4632,Universitas Muhammadiyah Kalimantan Timur," KOTA SAMARINDA - KALIMANTAN TIMUR, ID",211,22,3
1871,Universitas Cokroaminoto Yogyakarta," KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",60,8,3
439,Universitas Lambung Mangkurat," KOTA BANJARMASIN - KALIMANTAN SELATAN, ID",1278,128,45
578,Universitas Islam Sumatera Utara," KOTA MEDAN - SUMATERA UTARA, ID",276,36,8
1105,Universitas Matana," KOTA TANGERANG - BANTEN, ID",39,10,0
147,Akademi Pariwisata Mandala Bhakti," KOTA SURAKARTA - JAWA TENGAH, ID",11,2,0
537,Institut Teknologi Sumatera," KAB. LAMPUNG SELATAN - LAMPUNG, ID",520,40,1
2133,Universitas Hayam Wuruk Perbanas," KOTA SURABAYA - JAWA TIMUR, ID",107,9,3
441,Universitas Sumatera Utara," KOTA MEDAN - SUMATERA UTARA, ID",1926,160,18
714,Politeknik Adiguna Maritim Indonesia Medan," KOTA MEDAN - SUMATERA UTARA, ID",25,3,0
2890,Universitas Muhammadiyah Sumatera Barat," KOTA PADANG - SUMATERA BARAT, ID",198,28,6
403,Universitas Surabaya," KOTA SURABAYA - JAWA TIMUR, ID",374,28,5
561,Politeknik Negeri Samarinda," KOTA SAMARINDA - KALIMANTAN TIMUR, ID",281,39,2
1149,Sekolah Tinggi Ilmu Ekonomi Jayakarta," KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",29,3,0
2397,Universitas Pendidikan Mandalika," KOTA MATARAM - NUSA TENGGARA BARAT, ID",267,20,13
506,Universitas Papua," KAB. MANOKWARI - PAPUA BARAT, ID",476,57,8
4433,Poltekkes Kemenkes Banjarmasin," KOTA BANJARBARU - KALIMANTAN SELATAN, ID",109,12,3
8244311,Sekolah Tinggi Agama Katolik Negeri Pontianak," KAB. KUBU RAYA - KALIMANTAN BARAT, ID",39,2,0
1553,Sekolah Tinggi Teknologi Wastukancana," KAB. PURWAKARTA - JAWA BARAT, ID",70,5,1
8268,STAIN Sultan Abdurrahman Kepulauan Riau," KAB. BINTAN - KEPULAUAN RIAU, ID",83,12,1
2965,Universitas Ibnu Sina," KOTA BATAM - KEPULAUAN RIAU, ID",92,8,0
2037,Universitas Dr Soetomo," KOTA SURABAYA - JAWA TIMUR, ID",199,28,17
4429,Politeknik Kesehatan Kementerian Kesehatan Denpasar," KOTA DENPASAR - BALI, ID",133,13,5
3547,Institut Agama Islam Negeri Fattahul Muluk Papua," KOTA JAYAPURA - P A P U A, ID",69,13,0
851,Universitas Bina Darma," KOTA PALEMBANG - SUMATERA SELATAN, ID",178,22,7
2116,Universitas Wahidiyah," KOTA KEDIRI - JAWA TIMUR, ID",30,15,0
2064,Universitas Abdurachman Saleh Situbondo," KAB. SITUBONDO - JAWA TIMUR, ID",97,10,5
4326,Sekolah Tinggi Pertanahan Nasional," KAB. SLEMAN - DAERAH ISTIMEWA YOGYAKARTA, ID",51,2,1
4454,Politeknik Penerbangan Medan," KOTA MEDAN - SUMATERA UTARA, ID",24,4,0
2188,STKIP PGRI Pacitan," KAB. PACITAN - JAWA TIMUR, ID",46,7,0
3594,Institut Agama Islam Darussalam Blokagung Banyuwangi," KAB. BANYUWANGI - JAWA TIMUR, ID",54,8,2
3533,IAIN Kendari," KOTA KENDARI - SULAWESI TENGGARA, ID",150,24,8
3139,Universitas Kutai Kartanegara Tenggarong," KAB. KUTAI KARTANEGARA - KALIMANTAN TIMUR, ID",79,11,0
2392,Universitas Nahdlatul Ulama Nusa Tenggara Barat," KOTA MATARAM - NUSA TENGGARA BARAT, ID",79,10,0
8140,Institut Teknologi Telkom Surabaya," KOTA SURABAYA - JAWA TIMUR, ID",78,11,0
2068,Universitas Islam Kadiri," KOTA KEDIRI - JAWA TIMUR, ID",168,13,7
520,Universitas Siliwangi," KOTA TASIKMALAYA - JAWA BARAT, ID",429,31,7
1889,Institut Teknologi Yogyakarta," KAB. BANTUL - DAERAH ISTIMEWA YOGYAKARTA, ID",46,7,1
3524,IAIN Syekh Nurjati Cirebon," KOTA CIREBON - JAWA BARAT, ID",316,39,21
524,Universitas Timor," KAB. TIMOR TENGAH UTARA - NUSA TENGGARA TIMUR, ID",294,16,7
3929,STAI Al-Husain Magelang (STI AIH)," KAB. MAGELANG - JAWA TENGAH, ID",21,0,1
3709,STAI Syamsul Ulum Gunung Puyuh," KOTA SUKABUMI - JAWA BARAT, ID",34,5,0
8244422,Universitas Sumatera Barat," KOTA PARIAMAN - SUMATERA BARAT, ID",86,10,0
2549,Universitas Andi Djemma Palopo," KOTA PALOPO - SULAWESI SELATAN, ID",133,10,4
1955,Akademi Manajemen Administrasi Yogyakarta," KOTA YOGYAKARTA - DAERAH ISTIMEWA YOGYAKARTA, ID",33,1,0
8244483,Universitas Bina Taruna Gorontalo," KOTA GORONTALO - GORONTALO, ID",63,6,2
3553,IAIN Palangkaraya," KOTA PALANGKARAYA - KALIMANTAN TENGAH, ID",147,25,6
3160,STKIP PGRI Banjarmasin," KOTA BANJARMASIN - KALIMANTAN SELATAN, ID",84,7,1
2398,IKIP Muhammadiyah Maumere," KAB. SIKKA - NUSA TENGGARA TIMUR, ID",61,16,0
2609,Universitas Patompo," KOTA MAKASSAR - SULAWESI SELATAN, ID",113,10,0
677,Sekolah Tinggi Manajemen dan Ilmu Komputer Kaputama," KOTA BINJAI - SUMATERA UTARA, ID",30,4,2
4060,Institut Agama Kristen Negeri Palangka Raya," KOTA PALANGKARAYA - KALIMANTAN TENGAH, ID",46,19,0
582,Universitas Pembangunan Panca Budi," KOTA MEDAN - SUMATERA UTARA, ID",356,22,0
8327,Universitas Amikom Purwokerto," KAB. BANYUMAS - JAWA TENGAH, ID",98,6,2
8244495,Politeknik Transportasi Sungai Danau dan Penyeberangan," KOTA PALEMBANG - SUMATERA SELATAN, ID",33,3,0
3313,Universitas Halmahera," KAB. HALMAHERA UTARA - MALUKU UTARA, ID",92,15,0
8244510,Universitas Nias," KOTA GUNUNGSITOLI - SUMATERA UTARA, ID",97,15,0
2084,Universitas Hang Tuah," KOTA SURABAYA - JAWA TIMUR, ID",255,22,5
3571,Institut Agama Islam Sunan Giri (INSURI) Ponorogo," KAB. PONOROGO - JAWA TIMUR, ID",44,9,7
1087,Universitas Bung Karno," KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",101,12,0
4451,Sekolah Tinggi Ilmu Pelayaran Jakarta," KOTA ADM. JAKARTA UTARA - DKI JAKARTA, ID",61,5,0
4492,Badan Standarisasi Nasional," KOTA ADM. JAKARTA PUSAT - DKI JAKARTA, ID",66,0,1
1412,Universitas Garut," KAB. GARUT - JAWA BARAT, ID",265,29,6
4496,Badan Penelitian dan Pengembangan Kesehatan Kementerian Kesehatan," KOTA ADM. JAKARTA SELATAN - DKI JAKARTA, ID",207,0,17
1117,Institut Teknologi dan Bisnis Kalbis," KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",77,7,0
2459,STKIP Yapis Dompu," KAB. DOMPU - NUSA TENGGARA BARAT, ID",44,6,1
3537,Universitas Islam Negeri Mahmud Yunus Batusangkar," KAB. TANAH DATAR - SUMATERA BARAT, ID",209,35,7
3980,Sekolah Tinggi Ekonomi Islam SEBI," KOTA DEPOK - JAWA BARAT, ID",31,4,1
2643,Universitas Muhammadiyah Mamuju," KAB. MAMUJU - SULAWESI BARAT, ID",53,6,0
2097,Universitas Islam Balitar," KOTA BLITAR - JAWA TIMUR, ID",115,18,9
400,Universitas Islam Negeri Syarif Hidayatullah Jakarta," KOTA TANGERANG SELATAN - BANTEN, ID",1019,82,39
3781,STAI Darul Kamal NW Kembang Kerang NTB," KAB. LOMBOK TIMUR - NUSA TENGGARA BARAT, ID",17,3,0
3502,Sekolah Tinggi Manajemen dan Ilmu Komputer Umel Mandiri," KOTA JAYAPURA - P A P U A, ID",11,2,0
3734,Institut Agama Islam Bunga Bangsa Cirebon," KAB. CIREBON - JAWA BARAT, ID",65,10,3
629,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Budidaya Binjai," KOTA BINJAI - SUMATERA UTARA, ID",51,6,4
3552,Universitas Islam Negeri Datokarama Palu," KOTA PALU - SULAWESI TENGAH, ID",157,29,6
184,Universitas Islam Negeri Profesor Kiai Haji Saifuddin Zuhri Purwokerto," KAB. BANYUMAS - JAWA TENGAH, ID",227,30,13
1069,Universitas Islam As-syafiiyah," KOTA ADM. JAKARTA TIMUR - DKI JAKARTA, ID",182,22,6
187,Sekolah Tinggi Ilmu Kesehatan HAKLI," KOTA SEMARANG - JAWA TENGAH, ID",18,4,0
1447,Universitas Buddhi Dharma," KOTA TANGERANG - BANTEN, ID",127,13,2
2074,Universitas Bojonegoro," KAB. BOJONEGORO - JAWA TIMUR, ID",92,9,0
96,"STAI Pati (STAIP), Jawa Tengah"," KAB. PATI - JAWA TENGAH, ID",10,3,0
2124,Universitas PGRI Argopuro Jember," KAB. JEMBER - JAWA TIMUR, ID",132,14,4
